date,case_type,count
21/4/2020,cases_active,2042
21/4/2020,cases_recovered,54
21/4/2020,deaths_new,2
22/4/2020,cases_active,1987
22/4/2020,cases_recovered,103
22/4/2020,deaths_new,2
23/4/2020,cases_active,1967
23/4/2020,cases_recovered,90
23/4/2020,deaths_new,1
24/4/2020,cases_active,1933
24/4/2020,cases_recovered,121
24/4/2020,deaths_new,1
25/4/2020,cases_active,1883
25/4/2020,cases_recovered,99
25/4/2020,deaths_new,2
26/4/2020,cases_active,1821
26/4/2020,cases_recovered,100
26/4/2020,deaths_new,0
27/4/2020,cases_active,1765
27/4/2020,cases_recovered,95
27/4/2020,deaths_new,1
28/4/2020,cases_active,1720
28/4/2020,cases_recovered,75
28/4/2020,deaths_new,1
29/4/2020,cases_active,1758
29/4/2020,cases_recovered,55
29/4/2020,deaths_new,1
30/4/2020,cases_active,1729
30/4/2020,cases_recovered,84
30/4/2020,deaths_new,2
1/5/2020,cases_active,1759
1/5/2020,cases_recovered,39
1/5/2020,deaths_new,0
2/5/2020,cases_active,1747
2/5/2020,cases_recovered,116
2/5/2020,deaths_new,1
3/5/2020,cases_active,1781
3/5/2020,cases_recovered,87
3/5/2020,deaths_new,1
4/5/2020,cases_active,1765
4/5/2020,cases_recovered,71
4/5/2020,deaths_new,0
5/5/2020,cases_active,1710
5/5/2020,cases_recovered,83
5/5/2020,deaths_new,2
6/5/2020,cases_active,1620
6/5/2020,cases_recovered,135
6/5/2020,deaths_new,0
7/5/2020,cases_active,1584
7/5/2020,cases_recovered,74
7/5/2020,deaths_new,1
8/5/2020,cases_active,1564
8/5/2020,cases_recovered,88
8/5/2020,deaths_new,0
9/5/2020,cases_active,1552
9/5/2020,cases_recovered,65
9/5/2020,deaths_new,1
10/5/2020,cases_active,1522
10/5/2020,cases_recovered,96
10/5/2020,deaths_new,1
11/5/2020,cases_active,1504
11/5/2020,cases_recovered,88
11/5/2020,deaths_new,0
12/5/2020,cases_active,1409
12/5/2020,cases_recovered,110
12/5/2020,deaths_new,1
13/5/2020,cases_active,1386
13/5/2020,cases_recovered,58
13/5/2020,deaths_new,2
14/5/2020,cases_active,1356
14/5/2020,cases_recovered,70
14/5/2020,deaths_new,0
15/5/2020,cases_active,1304
15/5/2020,cases_recovered,88
15/5/2020,deaths_new,0
16/5/2020,cases_active,1248
16/5/2020,cases_recovered,73
16/5/2020,deaths_new,0
17/5/2020,cases_active,1211
17/5/2020,cases_recovered,59
17/5/2020,deaths_new,0
18/5/2020,cases_active,1213
18/5/2020,cases_recovered,44
18/5/2020,deaths_new,1
19/5/2020,cases_active,1219
19/5/2020,cases_recovered,31
19/5/2020,deaths_new,0
20/5/2020,cases_active,1190
20/5/2020,cases_recovered,60
20/5/2020,deaths_new,0
21/5/2020,cases_active,1149
21/5/2020,cases_recovered,90
21/5/2020,deaths_new,1
22/5/2020,cases_active,1164
22/5/2020,cases_recovered,63
22/5/2020,deaths_new,0
23/5/2020,cases_active,1159
23/5/2020,cases_recovered,53
23/5/2020,deaths_new,0
24/5/2020,cases_active,1186
24/5/2020,cases_recovered,33
24/5/2020,deaths_new,0
25/5/2020,cases_active,1324
25/5/2020,cases_recovered,34
25/5/2020,deaths_new,0
26/5/2020,cases_active,1449
26/5/2020,cases_recovered,62
26/5/2020,deaths_new,0
27/5/2020,cases_active,1422
27/5/2020,cases_recovered,42
27/5/2020,deaths_new,0
28/5/2020,cases_active,1346
28/5/2020,cases_recovered,86
28/5/2020,deaths_new,0
29/5/2020,cases_active,1383
29/5/2020,cases_recovered,66
29/5/2020,deaths_new,0
30/5/2020,cases_active,1318
30/5/2020,cases_recovered,95
30/5/2020,deaths_new,0
31/5/2020,cases_active,1352
31/5/2020,cases_recovered,23
31/5/2020,deaths_new,0
1/6/2020,cases_active,1339
1/6/2020,cases_recovered,51
1/6/2020,deaths_new,0
2/6/2020,cases_active,1293
2/6/2020,cases_recovered,66
2/6/2020,deaths_new,0
3/6/2020,cases_active,1325
3/6/2020,cases_recovered,61
3/6/2020,deaths_new,0
4/6/2020,cases_active,1573
4/6/2020,cases_recovered,28
4/6/2020,deaths_new,1
5/6/2020,cases_active,1540
5/6/2020,cases_recovered,51
5/6/2020,deaths_new,1
6/6/2020,cases_active,1552
6/6/2020,cases_recovered,25
6/6/2020,deaths_new,0
7/6/2020,cases_active,1532
7/6/2020,cases_recovered,39
7/6/2020,deaths_new,0
8/6/2020,cases_active,1519
8/6/2020,cases_recovered,20
8/6/2020,deaths_new,0
9/6/2020,cases_active,1245
9/6/2020,cases_recovered,281
9/6/2020,deaths_new,0
10/6/2020,cases_active,1207
10/6/2020,cases_recovered,39
10/6/2020,deaths_new,1
11/6/2020,cases_active,1186
11/6/2020,cases_recovered,51
11/6/2020,deaths_new,1
12/6/2020,cases_active,1114
12/6/2020,cases_recovered,103
12/6/2020,deaths_new,2
13/6/2020,cases_active,1014
13/6/2020,cases_recovered,143
13/6/2020,deaths_new,0
14/6/2020,cases_active,987
14/6/2020,cases_recovered,35
14/6/2020,deaths_new,0
15/6/2020,cases_active,974
15/6/2020,cases_recovered,54
15/6/2020,deaths_new,0
16/6/2020,cases_active,652
16/6/2020,cases_recovered,333
16/6/2020,deaths_new,0
17/6/2020,cases_active,522
17/6/2020,cases_recovered,140
17/6/2020,deaths_new,0
18/6/2020,cases_active,409
18/6/2020,cases_recovered,127
18/6/2020,deaths_new,0
19/6/2020,cases_active,345
19/6/2020,cases_recovered,70
19/6/2020,deaths_new,0
20/6/2020,cases_active,290
20/6/2020,cases_recovered,76
20/6/2020,deaths_new,0
21/6/2020,cases_active,296
21/6/2020,cases_recovered,10
21/6/2020,deaths_new,0
22/6/2020,cases_active,290
22/6/2020,cases_recovered,21
22/6/2020,deaths_new,0
23/6/2020,cases_active,284
23/6/2020,cases_recovered,9
23/6/2020,deaths_new,0
24/6/2020,cases_active,245
24/6/2020,cases_recovered,45
24/6/2020,deaths_new,0
25/6/2020,cases_active,209
25/6/2020,cases_recovered,40
25/6/2020,deaths_new,0
26/6/2020,cases_active,192
26/6/2020,cases_recovered,23
26/6/2020,deaths_new,0
27/6/2020,cases_active,188
27/6/2020,cases_recovered,14
27/6/2020,deaths_new,0
28/6/2020,cases_active,196
28/6/2020,cases_recovered,10
28/6/2020,deaths_new,0
29/6/2020,cases_active,183
29/6/2020,cases_recovered,16
29/6/2020,deaths_new,0
30/6/2020,cases_active,165
30/6/2020,cases_recovered,20
30/6/2020,deaths_new,0
1/7/2020,cases_active,145
1/7/2020,cases_recovered,21
1/7/2020,deaths_new,0
2/7/2020,cases_active,86
2/7/2020,cases_recovered,62
2/7/2020,deaths_new,0
3/7/2020,cases_active,82
3/7/2020,cases_recovered,9
3/7/2020,deaths_new,0
4/7/2020,cases_active,77
4/7/2020,cases_recovered,15
4/7/2020,deaths_new,0
5/7/2020,cases_active,78
5/7/2020,cases_recovered,4
5/7/2020,deaths_new,0
6/7/2020,cases_active,72
6/7/2020,cases_recovered,11
6/7/2020,deaths_new,0
7/7/2020,cases_active,73
7/7/2020,cases_recovered,5
7/7/2020,deaths_new,0
8/7/2020,cases_active,71
8/7/2020,cases_recovered,5
8/7/2020,deaths_new,0
9/7/2020,cases_active,64
9/7/2020,cases_recovered,13
9/7/2020,deaths_new,0
10/7/2020,cases_active,64
10/7/2020,cases_recovered,12
10/7/2020,deaths_new,1
11/7/2020,cases_active,68
11/7/2020,cases_recovered,4
11/7/2020,deaths_new,0
12/7/2020,cases_active,78
12/7/2020,cases_recovered,4
12/7/2020,deaths_new,0
13/7/2020,cases_active,84
13/7/2020,cases_recovered,1
13/7/2020,deaths_new,0
14/7/2020,cases_active,84
14/7/2020,cases_recovered,4
14/7/2020,deaths_new,0
15/7/2020,cases_active,87
15/7/2020,cases_recovered,2
15/7/2020,deaths_new,0
16/7/2020,cases_active,78
16/7/2020,cases_recovered,12
16/7/2020,deaths_new,0
17/7/2020,cases_active,92
17/7/2020,cases_recovered,3
17/7/2020,deaths_new,1
18/7/2020,cases_active,96
18/7/2020,cases_recovered,5
18/7/2020,deaths_new,0
19/7/2020,cases_active,104
19/7/2020,cases_recovered,7
19/7/2020,deaths_new,0
20/7/2020,cases_active,123
20/7/2020,cases_recovered,2
20/7/2020,deaths_new,0
21/7/2020,cases_active,131
21/7/2020,cases_recovered,7
21/7/2020,deaths_new,0
22/7/2020,cases_active,143
22/7/2020,cases_recovered,4
22/7/2020,deaths_new,0
23/7/2020,cases_active,144
23/7/2020,cases_recovered,8
23/7/2020,deaths_new,0
24/7/2020,cases_active,162
24/7/2020,cases_recovered,3
24/7/2020,deaths_new,0
25/7/2020,cases_active,168
25/7/2020,cases_recovered,17
25/7/2020,deaths_new,0
26/7/2020,cases_active,174
26/7/2020,cases_recovered,6
26/7/2020,deaths_new,1
27/7/2020,cases_active,180
27/7/2020,cases_recovered,1
27/7/2020,deaths_new,0
28/7/2020,cases_active,213
28/7/2020,cases_recovered,6
28/7/2020,deaths_new,0
29/7/2020,cases_active,220
29/7/2020,cases_recovered,5
29/7/2020,deaths_new,1
30/7/2020,cases_active,223
30/7/2020,cases_recovered,5
30/7/2020,deaths_new,0
31/7/2020,cases_active,208
31/7/2020,cases_recovered,27
31/7/2020,deaths_new,0
1/8/2020,cases_active,214
1/8/2020,cases_recovered,3
1/8/2020,deaths_new,0
2/8/2020,cases_active,211
2/8/2020,cases_recovered,17
2/8/2020,deaths_new,0
3/8/2020,cases_active,209
3/8/2020,cases_recovered,4
3/8/2020,deaths_new,0
4/8/2020,cases_active,194
4/8/2020,cases_recovered,16
4/8/2020,deaths_new,0
5/8/2020,cases_active,197
5/8/2020,cases_recovered,18
5/8/2020,deaths_new,0
6/8/2020,cases_active,201
6/8/2020,cases_recovered,11
6/8/2020,deaths_new,0
7/8/2020,cases_active,211
7/8/2020,cases_recovered,15
7/8/2020,deaths_new,0
8/8/2020,cases_active,171
8/8/2020,cases_recovered,47
8/8/2020,deaths_new,0
9/8/2020,cases_active,175
9/8/2020,cases_recovered,9
9/8/2020,deaths_new,0
10/8/2020,cases_active,167
10/8/2020,cases_recovered,19
10/8/2020,deaths_new,0
11/8/2020,cases_active,170
11/8/2020,cases_recovered,6
11/8/2020,deaths_new,0
12/8/2020,cases_active,173
12/8/2020,cases_recovered,8
12/8/2020,deaths_new,0
13/8/2020,cases_active,184
13/8/2020,cases_recovered,4
13/8/2020,deaths_new,0
14/8/2020,cases_active,197
14/8/2020,cases_recovered,7
14/8/2020,deaths_new,0
15/8/2020,cases_active,220
15/8/2020,cases_recovered,3
15/8/2020,deaths_new,0
16/8/2020,cases_active,217
16/8/2020,cases_recovered,28
16/8/2020,deaths_new,0
17/8/2020,cases_active,212
17/8/2020,cases_recovered,17
17/8/2020,deaths_new,0
18/8/2020,cases_active,193
18/8/2020,cases_recovered,26
18/8/2020,deaths_new,0
19/8/2020,cases_active,186
19/8/2020,cases_recovered,23
19/8/2020,deaths_new,0
20/8/2020,cases_active,184
20/8/2020,cases_recovered,7
20/8/2020,deaths_new,0
21/8/2020,cases_active,180
21/8/2020,cases_recovered,13
21/8/2020,deaths_new,0
22/8/2020,cases_active,184
22/8/2020,cases_recovered,4
22/8/2020,deaths_new,0
23/8/2020,cases_active,184
23/8/2020,cases_recovered,10
23/8/2020,deaths_new,0
24/8/2020,cases_active,185
24/8/2020,cases_recovered,6
24/8/2020,deaths_new,0
25/8/2020,cases_active,190
25/8/2020,cases_recovered,6
25/8/2020,deaths_new,0
26/8/2020,cases_active,189
26/8/2020,cases_recovered,7
26/8/2020,deaths_new,0
27/8/2020,cases_active,178
27/8/2020,cases_recovered,16
27/8/2020,deaths_new,0
28/8/2020,cases_active,152
28/8/2020,cases_recovered,36
28/8/2020,deaths_new,0
29/8/2020,cases_active,154
29/8/2020,cases_recovered,8
29/8/2020,deaths_new,1
30/8/2020,cases_active,160
30/8/2020,cases_recovered,10
30/8/2020,deaths_new,1
31/8/2020,cases_active,160
31/8/2020,cases_recovered,6
31/8/2020,deaths_new,0
1/9/2020,cases_active,152
1/9/2020,cases_recovered,21
1/9/2020,deaths_new,1
2/9/2020,cases_active,154
2/9/2020,cases_recovered,4
2/9/2020,deaths_new,0
3/9/2020,cases_active,164
3/9/2020,cases_recovered,4
3/9/2020,deaths_new,0
4/9/2020,cases_active,166
4/9/2020,cases_recovered,9
4/9/2020,deaths_new,0
5/9/2020,cases_active,151
5/9/2020,cases_recovered,21
5/9/2020,deaths_new,0
6/9/2020,cases_active,155
6/9/2020,cases_recovered,2
6/9/2020,deaths_new,0
7/9/2020,cases_active,208
7/9/2020,cases_recovered,9
7/9/2020,deaths_new,0
8/9/2020,cases_active,296
8/9/2020,cases_recovered,12
8/9/2020,deaths_new,0
9/9/2020,cases_active,313
9/9/2020,cases_recovered,7
9/9/2020,deaths_new,0
10/9/2020,cases_active,334
10/9/2020,cases_recovered,24
10/9/2020,deaths_new,0
11/9/2020,cases_active,502
11/9/2020,cases_recovered,14
11/9/2020,deaths_new,0
12/9/2020,cases_active,552
12/9/2020,cases_recovered,8
12/9/2020,deaths_new,0
13/9/2020,cases_active,592
13/9/2020,cases_recovered,7
13/9/2020,deaths_new,0
14/9/2020,cases_active,615
14/9/2020,cases_recovered,7
14/9/2020,deaths_new,1
15/9/2020,cases_active,632
15/9/2020,cases_recovered,6
15/9/2020,deaths_new,0
16/9/2020,cases_active,668
16/9/2020,cases_recovered,26
16/9/2020,deaths_new,0
17/9/2020,cases_active,674
17/9/2020,cases_recovered,15
17/9/2020,deaths_new,0
18/9/2020,cases_active,754
18/9/2020,cases_recovered,14
18/9/2020,deaths_new,1
19/9/2020,cases_active,722
19/9/2020,cases_recovered,51
19/9/2020,deaths_new,1
20/9/2020,cases_active,734
20/9/2020,cases_recovered,40
20/9/2020,deaths_new,0
21/9/2020,cases_active,751
21/9/2020,cases_recovered,40
21/9/2020,deaths_new,0
22/9/2020,cases_active,664
22/9/2020,cases_recovered,168
22/9/2020,deaths_new,1
23/9/2020,cases_active,771
23/9/2020,cases_recovered,39
23/9/2020,deaths_new,1
24/9/2020,cases_active,779
24/9/2020,cases_recovered,64
24/9/2020,deaths_new,0
25/9/2020,cases_active,859
25/9/2020,cases_recovered,30
25/9/2020,deaths_new,0
26/9/2020,cases_active,851
26/9/2020,cases_recovered,89
26/9/2020,deaths_new,1
27/9/2020,cases_active,950
27/9/2020,cases_recovered,50
27/9/2020,deaths_new,1
28/9/2020,cases_active,1010
28/9/2020,cases_recovered,54
28/9/2020,deaths_new,1
29/9/2020,cases_active,1061
29/9/2020,cases_recovered,50
29/9/2020,deaths_new,0
30/9/2020,cases_active,1122
30/9/2020,cases_recovered,28
30/9/2020,deaths_new,0
1/10/2020,cases_active,1335
1/10/2020,cases_recovered,47
1/10/2020,deaths_new,0
2/10/2020,cases_active,1539
2/10/2020,cases_recovered,81
2/10/2020,deaths_new,2
3/10/2020,cases_active,1734
3/10/2020,cases_recovered,121
3/10/2020,deaths_new,1
4/10/2020,cases_active,1958
4/10/2020,cases_recovered,67
4/10/2020,deaths_new,2
5/10/2020,cases_active,2330
5/10/2020,cases_recovered,57
5/10/2020,deaths_new,3
6/10/2020,cases_active,2933
6/10/2020,cases_recovered,87
6/10/2020,deaths_new,1
7/10/2020,cases_active,3345
7/10/2020,cases_recovered,74
7/10/2020,deaths_new,3
8/10/2020,cases_active,3697
8/10/2020,cases_recovered,18
8/10/2020,deaths_new,5
9/10/2020,cases_active,3859
9/10/2020,cases_recovered,188
9/10/2020,deaths_new,4
10/10/2020,cases_active,4157
10/10/2020,cases_recovered,73
10/10/2020,deaths_new,3
11/10/2020,cases_active,4582
11/10/2020,cases_recovered,133
11/10/2020,deaths_new,3
12/10/2020,cases_active,5033
12/10/2020,cases_recovered,109
12/10/2020,deaths_new,3
13/10/2020,cases_active,5339
13/10/2020,cases_recovered,350
13/10/2020,deaths_new,4
14/10/2020,cases_active,5762
14/10/2020,cases_recovered,233
14/10/2020,deaths_new,4
15/10/2020,cases_active,5940
15/10/2020,cases_recovered,409
15/10/2020,deaths_new,2
16/10/2020,cases_active,6318
16/10/2020,cases_recovered,245
16/10/2020,deaths_new,6
17/10/2020,cases_active,6879
17/10/2020,cases_recovered,302
17/10/2020,deaths_new,6
18/10/2020,cases_active,7047
18/10/2020,cases_recovered,701
18/10/2020,deaths_new,2
19/10/2020,cases_active,7450
19/10/2020,cases_recovered,455
19/10/2020,deaths_new,7
20/10/2020,cases_active,7674
20/10/2020,cases_recovered,634
20/10/2020,deaths_new,4
21/10/2020,cases_active,7819
21/10/2020,cases_recovered,580
21/10/2020,deaths_new,7
22/10/2020,cases_active,8169
22/10/2020,cases_recovered,486
22/10/2020,deaths_new,11
23/10/2020,cases_active,8403
23/10/2020,cases_recovered,467
23/10/2020,deaths_new,9
24/10/2020,cases_active,8957
24/10/2020,cases_recovered,671
24/10/2020,deaths_new,3
25/10/2020,cases_active,9195
25/10/2020,cases_recovered,579
25/10/2020,deaths_new,6
26/10/2020,cases_active,9742
26/10/2020,cases_recovered,691
26/10/2020,deaths_new,2
27/10/2020,cases_active,9901
27/10/2020,cases_recovered,674
27/10/2020,deaths_new,2
28/10/2020,cases_active,10119
28/10/2020,cases_recovered,573
28/10/2020,deaths_new,10
29/10/2020,cases_active,10079
29/10/2020,cases_recovered,685
29/10/2020,deaths_new,4
30/10/2020,cases_active,10384
30/10/2020,cases_recovered,491
30/10/2020,deaths_new,3
31/10/2020,cases_active,10038
31/10/2020,cases_recovered,1000
31/10/2020,deaths_new,5
1/11/2020,cases_active,10020
1/11/2020,cases_recovered,972
1/11/2020,deaths_new,3
2/11/2020,cases_active,9952
2/11/2020,cases_recovered,900
2/11/2020,deaths_new,2
3/11/2020,cases_active,10129
3/11/2020,cases_recovered,875
3/11/2020,deaths_new,2
4/11/2020,cases_active,10340
4/11/2020,cases_recovered,820
4/11/2020,deaths_new,1
5/11/2020,cases_active,10504
5/11/2020,cases_recovered,839
5/11/2020,deaths_new,6
6/11/2020,cases_active,11531
6/11/2020,cases_recovered,726
6/11/2020,deaths_new,2
7/11/2020,cases_active,11667
7/11/2020,cases_recovered,1029
7/11/2020,deaths_new,3
8/11/2020,cases_active,11690
8/11/2020,cases_recovered,825
8/11/2020,deaths_new,4
9/11/2020,cases_active,11309
9/11/2020,cases_recovered,1345
9/11/2020,deaths_new,8
10/11/2020,cases_active,11447
10/11/2020,cases_recovered,725
10/11/2020,deaths_new,6
11/11/2020,cases_active,11498
11/11/2020,cases_recovered,769
11/11/2020,deaths_new,2
12/11/2020,cases_active,11420
12/11/2020,cases_recovered,996
12/11/2020,deaths_new,1
13/11/2020,cases_active,11823
13/11/2020,cases_recovered,900
13/11/2020,deaths_new,1
14/11/2020,cases_active,12132
14/11/2020,cases_recovered,803
14/11/2020,deaths_new,2
15/11/2020,cases_active,12324
15/11/2020,cases_recovered,1013
15/11/2020,deaths_new,3
16/11/2020,cases_active,12602
16/11/2020,cases_recovered,821
16/11/2020,deaths_new,4
17/11/2020,cases_active,12789
17/11/2020,cases_recovered,1018
17/11/2020,deaths_new,5
18/11/2020,cases_active,12815
18/11/2020,cases_recovered,630
18/11/2020,deaths_new,4
19/11/2020,cases_active,13223
19/11/2020,cases_recovered,878
19/11/2020,deaths_new,4
20/11/2020,cases_active,13222
20/11/2020,cases_recovered,956
20/11/2020,deaths_new,3
21/11/2020,cases_active,12855
21/11/2020,cases_recovered,1405
21/11/2020,deaths_new,3
22/11/2020,cases_active,12844
22/11/2020,cases_recovered,1104
22/11/2020,deaths_new,3
23/11/2020,cases_active,13843
23/11/2020,cases_recovered,883
23/11/2020,deaths_new,2
24/11/2020,cases_active,14354
24/11/2020,cases_recovered,1673
24/11/2020,deaths_new,4
25/11/2020,cases_active,12972
25/11/2020,cases_recovered,2348
25/11/2020,deaths_new,4
26/11/2020,cases_active,11349
26/11/2020,cases_recovered,2555
26/11/2020,deaths_new,3
